log_id,employee_id,clock_in,clock_out,department,pay_rate,log_date
LOG0001814,EMP00548,2024-02-16 14:31:21,2024-02-16 23:50:59,Operations,81.21,2024-02-16
LOG0000409,EMP00651,2024-07-01 09:42:38,2024-07-01 23:12:42,Maintenance,19.61,2024-07-01
LOG0000808,EMP00610,2024-12-20 22:42:42,2024-12-21 03:36:28,Finance,41.68,2024-12-20
LOG0002590,EMP00678,2024-02-29 08:49:20,2024-02-29 21:41:00,Rail,18.92,2024-02-29
LOG0000269,EMP00966,2024-03-07 09:42:48,2024-03-07 22:42:44,Safety,29.51,2024-03-07
LOG0004133,EMP00017,2024-05-23 09:53:37,2024-05-23 16:39:52,Scheduling,40.06,2024-05-23
LOG0004460,EMP00676,2024-01-01 10:47:17,2024-01-01 22:42:42,Infrastructure,59.91,2024-01-01
LOG0002497,EMP00312,2024-06-26 22:41:43,2024-06-27 09:33:33,Bus,39.88,2024-06-26
LOG0002646,EMP00637,2024-12-11 22:01:29,2024-12-12 11:36:58,Infrastructure,72.1,2024-12-11
LOG0000531,EMP00796,2024-11-14 14:22:28,,Bus,28.47,2024-11-14
LOG0000564,EMP00575,2024-03-04 06:48:41,2024-03-04 20:13:29,Maintenance,19.2,2024-03-04
LOG0002496,EMP00087,2024-02-10 08:07:21,2024-02-10 14:16:06,Finance,30.37,2024-02-10
LOG0000283,EMP00552,2024-02-11 22:29:48,2024-02-12 10:09:42,Operations,37.91,2024-02-11
LOG0001169,EMP00491,2024-02-13 06:17:54,2024-02-13 16:23:44,Scheduling,65.27,2024-02-13
LOG0000202,EMP00238,2024-02-20 22:33:43,2024-02-21 12:29:20,Maintenance,63.38,2024-02-20
LOG0004699,EMP00293,2024-05-25 14:02:43,2024-05-25 21:36:00,IT,75.81,2024-05-25
LOG0000905,EMP00724,2024-04-28 14:46:27,2024-04-28 22:27:38,Scheduling,44.81,2024-04-28
LOG0004812,EMP00471,2024-01-19 08:52:55,2024-01-19 13:11:01,Procurement,58.12,2024-01-19
LOG0002739,EMP00252,2024-10-30 08:07:04,2024-10-30 15:20:36,Legal,76.33,2024-10-30
LOG0004329,EMP00318,2024-04-13 06:36:23,2024-04-13 15:40:59,Engineering,63.61,2024-04-13
LOG0003378,EMP00467,2024-02-13 14:52:02,2024-02-14 01:16:13,Maintenance,60.97,2024-02-13
LOG0002172,EMP00971,2024-09-19 10:40:04,2024-09-19 21:08:25,Rail,56.64,2024-09-19
LOG0003244,EMP00037,2024-10-26 06:59:09,2024-10-26 20:33:14,Infrastructure,31.88,2024-10-26
LOG0001448,EMP00947,2024-08-28 06:49:42,2024-08-28 14:43:44,Maintenance,74.48,2024-08-28
LOG0002224,EMP00126,2024-09-26 07:51:52,2024-09-26 13:35:35,HR,69.12,2024-09-26
LOG0001212,EMP00731,2024-07-28 14:28:47,2024-07-29 02:49:39,Scheduling,56.11,2024-07-28
LOG0000263,EMP00175,2024-05-10 14:37:25,2024-05-10 23:14:04,Operations,29.53,2024-05-10
LOG0001862,EMP00189,2024-05-07 07:40:38,2024-05-07 05:55:20,Engineering,42.56,2024-05-07
LOG0004326,EMP00175,2024-07-01 07:25:43,2024-07-01 18:14:02,Operations,29.53,2024-07-01
LOG0000887,EMP00890,2024-06-26 08:28:40,2024-06-26 19:39:03,Operations,31.79,2024-06-26
LOG0001191,EMP00968,2024-07-03 08:26:57,2024-07-03 18:58:08,Legal,26.37,2024-07-03
LOG0001543,EMP00427,2024-03-23 07:35:49,2024-03-23 20:13:54,Operations,58.19,2024-03-23
LOG0002432,EMP00032,2024-08-22 22:48:25,,Safety,19.8,2024-08-22
LOG0004766,EMP00689,2024-03-23 07:43:39,2024-03-23 14:20:42,Procurement,69.71,2024-03-23
LOG0005146,EMP00694,2024-05-16 14:50:57,2024-05-16 22:47:24,Bus,82.9,2024-05-16
LOG0000460,EMP00349,2024-03-23 09:40:20,2024-03-23 22:28:00,Scheduling,52.77,2024-03-23
LOG0004855,EMP00434,2024-12-17 07:44:06,2024-12-17 18:15:04,Engineering,32.29,2024-12-17
LOG0002711,EMP00181,2024-08-31 14:40:44,2024-08-31 23:37:50,Operations,69.25,2024-08-31
LOG0003430,EMP00385,2024-02-16 08:58:33,2024-02-16 18:58:49,Procurement,51.35,2024-02-16
LOG0000671,EMP00693,2024-08-18 09:27:26,2024-08-18 17:07:56,Customer Service,21.18,2024-08-18
LOG0002619,EMP00876,2024-04-23 10:43:35,2024-04-23 21:02:51,Operations,55.29,2024-04-23
LOG0004774,EMP00743,2024-01-11 07:40:41,2024-01-11 16:10:35,IT,28.95,2024-01-11
LOG0002310,EMP00943,2024-06-01 14:53:38,2024-06-02 03:06:39,HR,34.87,2024-06-01
LOG0004340,EMP00603,2024-06-14 22:07:04,2024-06-15 06:24:40,Rail,24.0,2024-06-14
LOG0005137,EMP00542,2024-01-14 07:28:51,2024-01-14 19:37:41,Customer Service,44.88,2024-01-14
LOG0004663,EMP00007,2024-12-22 14:38:17,2024-12-22 22:48:13,Bus,82.15,2024-12-22
LOG0000137,EMP00806,2024-05-21 22:03:40,2024-05-22 04:38:16,Finance,49.34,2024-05-21
LOG0001896,EMP00651,2024-08-02 10:21:19,2024-08-02 15:09:59,Maintenance,19.61,2024-08-02
LOG0001882,EMP00434,2024-03-14 07:48:58,2024-03-14 13:46:46,Engineering,32.29,2024-03-14
LOG0004999,EMP00430,2024-01-22 14:03:52,2024-01-22 20:11:47,Legal,63.77,2024-01-22
LOG0001538,EMP00715,2024-08-23 10:55:33,2024-08-23 15:17:54,Customer Service,74.79,2024-08-23
LOG0002990,EMP00696,2024-08-10 22:20:14,2024-08-11 11:53:39,Engineering,68.25,2024-08-10
LOG0001974,EMP00290,2024-12-15 10:15:26,2024-12-15 14:18:36,Finance,37.75,2024-12-15
LOG0004934,EMP00962,2024-08-07 10:33:23,2024-08-07 20:43:25,Customer Service,54.7,2024-08-07
LOG0001660,EMP00743,2024-12-03 06:21:35,2024-12-03 10:40:24,IT,28.95,2024-12-03
LOG0005145,EMP00701,2024-04-15 07:57:18,2024-04-15 21:12:00,Legal,73.65,2024-04-15
LOG0003139,EMP00524,2024-12-24 10:50:07,2024-12-24 20:44:32,Scheduling,50.94,2024-12-24
LOG0000749,EMP00564,2024-09-17 14:31:40,2024-09-18 01:24:45,IT,37.14,2024-09-17
LOG0004281,EMP00849,2024-01-23 10:19:44,2024-01-23 23:03:40,Safety,30.55,2024-01-23
LOG0000682,EMP00682,2024-04-17 09:28:54,2024-04-17 19:03:58,Operations,83.18,2024-04-17
LOG0001457,EMP00421,2024-05-10 10:47:59,2024-05-10 15:01:51,Procurement,50.0,2024-05-10
LOG0000582,EMP00967,2024-03-08 22:08:32,2024-03-09 08:30:24,Bus,28.49,2024-03-08
LOG0000623,EMP00848,2024-11-10 08:43:35,,IT,79.1,2024-11-10
LOG0003788,EMP00812,2024-07-30 14:24:54,2024-07-30 21:15:04,HR,60.69,2024-07-30
LOG0002615,EMP00569,2024-01-18 09:25:05,2024-01-18 22:29:31,Rail,66.06,2024-01-18
LOG0000023,EMP00779,2024-07-09 10:20:31,2024-07-09 23:19:23,Customer Service,20.43,2024-07-09
LOG0000509,EMP00842,2024-11-18 14:33:05,2024-11-18 21:27:30,Maintenance,24.82,2024-11-18
LOG0003492,EMP00491,2024-05-29 22:24:54,2024-05-30 07:07:27,Scheduling,65.27,2024-05-29
LOG0000342,EMP00340,2024-09-23 14:01:18,2024-09-23 22:11:13,Operations,46.09,2024-09-23
LOG0003994,EMP00571,2024-04-08 10:34:39,2024-04-08 21:38:39,Engineering,20.94,2024-04-08
LOG0004505,EMP00214,2024-11-05 22:54:41,,Operations,40.07,2024-11-05
LOG0003577,EMP00281,2024-07-17 22:44:18,2024-07-18 06:10:59,Rail,67.77,2024-07-17
LOG0002919,EMP00607,2024-02-10 09:53:19,2024-02-10 21:49:23,Engineering,73.25,2024-02-10
LOG0004849,EMP00299,2024-07-22 10:15:24,2024-07-22 19:19:20,HR,33.23,2024-07-22
LOG0000962,EMP00124,2024-05-23 10:23:22,2024-05-23 15:16:54,Operations,24.08,2024-05-23
LOG0000924,EMP00248,2024-12-01 07:20:09,2024-12-01 15:14:30,Operations,44.98,2024-12-01
LOG0002573,EMP00890,2024-06-22 22:15:56,2024-06-23 03:36:19,Operations,31.79,2024-06-22
LOG0003725,EMP00833,2024-08-06 07:00:07,2024-08-06 11:40:32,Maintenance,37.3,2024-08-06
LOG0001180,EMP00212,2024-06-06 10:42:20,2024-06-06 23:03:55,Infrastructure,24.51,2024-06-06
LOG0000471,EMP00380,2024-02-15 09:12:16,2024-02-15 20:13:01,Legal,23.42,2024-02-15
LOG0004936,EMP00963,2024-08-21 10:58:38,2024-08-21 19:39:52,HR,57.58,2024-08-21
LOG0003320,EMP00330,2024-02-10 09:48:04,2024-02-10 16:41:37,Procurement,60.05,2024-02-10
LOG0001983,EMP00450,2024-02-27 10:00:41,2024-02-27 16:06:48,Procurement,82.6,2024-02-27
LOG0005044,EMP00439,2024-05-12 14:14:46,2024-05-12 19:20:10,Bus,64.4,2024-05-12
LOG0001138,EMP00843,2024-09-11 07:53:13,2024-09-11 17:35:26,Scheduling,29.84,2024-09-11
LOG0004043,EMP00088,2024-04-09 14:27:13,2024-04-09 20:59:27,IT,41.49,2024-04-09
LOG0003449,EMP00516,2024-05-19 22:51:45,2024-05-20 08:17:02,IT,56.39,2024-05-19
LOG0001228,EMP00133,2024-06-16 07:32:21,2024-06-16 14:18:00,Infrastructure,26.12,2024-06-16
LOG0002772,EMP00339,2024-04-19 22:30:26,2024-04-20 11:30:30,Rail,73.76,2024-04-19
LOG0002718,EMP00138,2024-04-05 06:08:05,,Engineering,46.99,2024-04-05
LOG0002670,EMP00463,2024-04-25 10:56:17,2024-04-25 23:42:31,Bus,48.21,2024-04-25
LOG0003717,EMP00011,2024-05-26 08:31:46,2024-05-26 18:12:06,Bus,65.35,2024-05-26
LOG0002053,EMP00886,2024-08-23 10:22:50,2024-08-24 00:22:04,Engineering,64.67,2024-08-23
LOG0001193,EMP00945,2024-01-14 06:38:13,2024-01-14 18:43:02,HR,76.88,2024-01-14
LOG0003429,EMP00410,2024-05-18 07:41:55,,Safety,76.96,2024-05-18
LOG0000182,EMP00966,2024-12-27 08:27:38,2024-12-27 20:56:18,Safety,29.51,2024-12-27
LOG0004180,EMP00555,2024-02-12 14:50:57,2024-02-13 00:28:29,Safety,28.2,2024-02-12
LOG0002784,EMP00862,2024-12-20 08:22:42,2024-12-20 17:21:11,Safety,68.06,2024-12-20
LOG0002915,EMP00398,2024-10-09 14:04:03,2024-10-10 00:16:52,Legal,75.94,2024-10-09
LOG0003391,EMP00369,2024-10-29 08:57:24,2024-10-29 13:58:15,Safety,21.32,2024-10-29
LOG0000709,EMP00401,2024-08-12 07:30:52,2024-08-12 14:18:21,Finance,61.19,2024-08-12
LOG0003291,EMP00763,2024-07-30 08:04:49,2024-07-30 19:39:03,Maintenance,44.31,2024-07-30
LOG0001649,EMP00668,2024-03-22 10:35:40,2024-03-22 19:17:24,Operations,75.6,2024-03-22
LOG0001816,EMP00823,2024-04-26 08:59:57,2024-04-26 16:14:26,Rail,81.55,2024-04-26
LOG0001438,EMP00257,2024-06-14 07:12:49,2024-06-14 15:10:33,Maintenance,68.09,2024-06-14
LOG0004955,EMP00896,2024-04-19 10:04:27,,HR,82.73,2024-04-19
LOG0003262,EMP00880,2024-09-20 09:45:31,2024-09-20 18:16:04,Customer Service,79.41,2024-09-20
LOG0004933,EMP00241,2024-11-18 22:28:12,2024-11-19 08:56:48,Maintenance,27.8,2024-11-18
LOG0003369,EMP00437,2024-12-19 08:08:57,2024-12-19 16:02:21,Finance,59.07,2024-12-19
LOG0003482,EMP00767,2024-10-21 22:18:01,2024-10-22 11:27:00,Customer Service,70.34,2024-10-21
LOG0003390,EMP00238,2024-08-01 22:55:27,2024-08-02 05:53:24,Maintenance,63.38,2024-08-01
LOG0001472,EMP00337,2024-06-04 07:27:17,2024-06-04 13:47:04,Legal,43.19,2024-06-04
LOG0000713,EMP00718,2024-12-22 06:53:40,2024-12-22 19:00:34,Customer Service,81.57,2024-12-22
LOG0002040,EMP00150,2024-02-12 14:12:30,2024-02-13 03:44:21,Safety,61.45,2024-02-12
LOG0002311,EMP00643,2024-11-06 10:31:40,2024-11-06 08:36:04,HR,82.56,2024-11-06
LOG0003633,EMP00846,2024-10-30 07:59:52,2024-10-30 12:04:27,Legal,50.3,2024-10-30
LOG0001035,EMP00521,2024-04-11 07:03:51,,Procurement,18.92,2024-04-11
LOG0000678,EMP00661,2024-07-26 22:37:48,2024-07-27 09:10:59,Rail,51.51,2024-07-26
LOG0002014,EMP00920,2024-05-22 06:27:44,2024-05-22 13:57:06,Operations,49.04,2024-05-22
LOG0005186,EMP00827,2024-03-05 22:58:03,2024-03-06 05:58:37,Operations,58.0,2024-03-05
LOG0004160,EMP00065,2024-02-13 22:47:20,2024-02-14 08:32:41,Bus,52.14,2024-02-13
LOG0001270,EMP00804,2024-06-09 14:15:20,2024-06-09 22:52:09,HR,62.02,2024-06-09
LOG0001960,EMP00098,2024-06-02 14:08:44,2024-06-02 20:43:42,Scheduling,39.93,2024-06-02
LOG0003662,EMP00023,2024-03-24 08:10:23,2024-03-24 16:41:41,Procurement,21.63,2024-03-24
LOG0002315,EMP00298,2024-06-14 09:11:13,2024-06-14 20:33:23,IT,53.34,2024-06-14
LOG0000904,EMP00437,2024-04-14 10:40:51,2024-04-14 23:15:46,Finance,59.07,2024-04-14
LOG0003768,EMP00153,2024-03-15 06:03:52,2024-03-15 11:28:48,Infrastructure,55.1,2024-03-15
LOG0001648,EMP00894,2024-03-22 07:10:26,2024-03-22 12:21:29,Scheduling,55.82,2024-03-22
LOG0002779,EMP00039,2024-07-26 09:31:24,,Bus,22.76,2024-07-26
LOG0002356,EMP00950,2024-10-02 10:48:34,2024-10-02 21:06:51,IT,69.65,2024-10-02
LOG0003734,EMP00244,2024-05-13 10:23:48,2024-05-13 23:04:05,Customer Service,67.86,2024-05-13
LOG0004815,EMP00832,2024-08-31 22:25:22,2024-09-01 03:00:11,Infrastructure,27.62,2024-08-31
LOG0004504,EMP00861,2024-07-21 09:47:37,2024-07-21 23:26:32,Safety,24.35,2024-07-21
LOG0003289,EMP00439,2024-09-09 09:01:28,2024-09-09 20:31:20,Bus,64.4,2024-09-09
LOG0000891,EMP00823,2024-02-08 07:28:48,2024-02-08 16:34:22,Rail,81.55,2024-02-08
LOG0001147,EMP00106,2024-03-12 07:35:52,2024-03-12 18:56:11,Maintenance,70.26,2024-03-12
LOG0001255,EMP00652,2024-03-08 22:47:56,2024-03-09 05:29:55,Operations,79.85,2024-03-08
LOG0004878,EMP00862,2024-04-13 14:13:30,2024-04-13 19:54:53,Safety,68.06,2024-04-13
LOG0000089,EMP00191,2024-02-19 10:42:04,2024-02-19 15:08:19,Infrastructure,50.73,2024-02-19
LOG0000630,EMP00045,2024-10-30 22:40:59,2024-10-31 06:01:33,Scheduling,47.16,2024-10-30
LOG0003508,EMP00346,2024-08-12 09:35:14,2024-08-12 22:29:53,Engineering,46.65,2024-08-12
LOG0000329,EMP00314,2024-07-08 14:29:45,2024-07-09 00:49:47,Scheduling,29.98,2024-07-08
LOG0001810,EMP00072,2024-07-08 08:25:17,2024-07-08 17:03:59,Maintenance,60.68,2024-07-08
LOG0001012,EMP00953,2024-03-03 06:09:18,2024-03-03 12:46:29,Legal,37.85,2024-03-03
LOG0003001,EMP00767,2024-08-27 22:05:42,2024-08-27 20:40:46,Customer Service,70.34,2024-08-27
LOG0003926,EMP00589,2024-08-03 10:30:09,2024-08-03 20:40:15,Infrastructure,72.28,2024-08-03
LOG0003965,EMP00923,2024-01-19 22:54:02,2024-01-20 06:00:19,Scheduling,45.4,2024-01-19
LOG0000052,EMP00772,2024-08-27 22:34:59,2024-08-28 05:18:25,Operations,40.97,2024-08-27
LOG0002557,EMP00427,2024-05-06 22:47:34,2024-05-06 21:01:06,Operations,58.19,2024-05-06
LOG0000367,EMP00161,2024-01-04 09:40:58,2024-01-04 16:24:57,Finance,49.71,2024-01-04
LOG0001588,EMP00257,2024-11-09 08:29:59,2024-11-09 19:05:04,Maintenance,68.09,2024-11-09
LOG0004128,EMP00698,2024-03-09 07:32:35,2024-03-09 16:27:51,Bus,27.19,2024-03-09
LOG0004987,EMP00832,2024-01-06 06:56:56,2024-01-06 11:15:37,Infrastructure,27.62,2024-01-06
LOG0001766,EMP00545,2024-09-07 06:20:46,2024-09-07 18:42:38,Maintenance,69.85,2024-09-07
LOG0002376,EMP00814,2024-11-07 06:27:08,2024-11-07 12:52:38,Procurement,69.28,2024-11-07
LOG0000927,EMP00690,2024-09-03 14:26:38,2024-09-04 02:22:44,Safety,49.49,2024-09-03
LOG0000784,EMP00542,2024-04-24 10:49:59,2024-04-24 20:50:23,Customer Service,44.88,2024-04-24
LOG0003517,EMP00168,2024-06-01 10:02:01,2024-06-01 16:11:48,Maintenance,81.51,2024-06-01
LOG0002879,EMP00846,2024-09-11 07:24:48,2024-09-11 15:26:02,Legal,50.3,2024-09-11
LOG0001477,EMP00276,2024-04-17 06:31:47,2024-04-17 16:34:41,Finance,56.68,2024-04-17
LOG0000156,EMP00066,2024-09-23 06:28:29,,HR,37.45,2024-09-23
LOG0003876,EMP00334,2024-05-06 09:16:24,2024-05-06 14:13:40,Scheduling,81.48,2024-05-06
LOG0001088,EMP00500,2024-09-06 08:04:51,2024-09-06 15:01:41,Safety,34.52,2024-09-06
LOG0002735,EMP00957,2024-06-11 09:14:17,2024-06-11 15:05:16,Infrastructure,50.65,2024-06-11
LOG0000172,EMP00718,2024-02-10 10:38:00,2024-02-10 17:04:49,Customer Service,81.57,2024-02-10
LOG0004904,EMP00300,2024-11-11 09:22:03,2024-11-11 21:53:30,Maintenance,53.79,2024-11-11
LOG0002965,EMP00017,2024-10-04 22:46:21,2024-10-05 05:46:28,Scheduling,40.06,2024-10-04
LOG0005148,EMP00330,2024-10-19 10:30:16,2024-10-19 15:37:08,Procurement,60.05,2024-10-19
LOG0004755,EMP00748,2024-04-22 14:40:42,2024-04-23 02:55:38,Customer Service,50.44,2024-04-22
LOG0002421,EMP00640,2024-03-21 10:13:11,2024-03-21 19:23:25,Safety,41.85,2024-03-21
LOG0003762,EMP00867,2024-08-27 22:12:58,2024-08-28 02:17:33,Safety,66.16,2024-08-27
LOG0002864,EMP00837,2024-02-23 06:11:46,,Scheduling,24.42,2024-02-23
LOG0002190,EMP00535,2024-04-05 10:48:21,2024-04-05 22:01:48,Finance,21.6,2024-04-05
LOG0004332,EMP00950,2024-03-19 07:08:25,2024-03-19 15:59:40,IT,69.65,2024-03-19
LOG0000668,EMP00391,2024-07-21 07:19:27,2024-07-21 20:12:40,Procurement,82.76,2024-07-21
LOG0004941,EMP00838,2024-07-26 14:42:49,2024-07-26 19:04:54,Safety,28.42,2024-07-26
LOG0001040,EMP00678,2024-06-03 08:20:48,2024-06-03 15:48:17,Rail,18.92,2024-06-03
LOG0001238,EMP00491,2024-04-28 08:42:31,2024-04-28 17:36:38,Scheduling,65.27,2024-04-28
LOG0001016,EMP00486,2024-01-06 07:42:36,2024-01-06 18:01:19,Operations,83.57,2024-01-06
LOG0000313,EMP00381,2024-02-26 08:14:06,2024-02-26 14:36:22,Procurement,63.85,2024-02-26
LOG0000355,EMP00482,2024-08-30 08:48:36,2024-08-30 19:28:43,HR,84.52,2024-08-30
LOG0004023,EMP00153,2024-02-11 06:48:13,2024-02-11 18:47:16,Infrastructure,55.1,2024-02-11
LOG0000635,EMP01000,2024-08-09 06:06:43,2024-08-09 03:24:43,Operations,71.99,2024-08-09
LOG0004141,EMP00416,2024-09-18 22:33:25,2024-09-19 10:42:13,HR,55.29,2024-09-18
LOG0000333,EMP00589,2024-01-27 06:24:23,,Infrastructure,72.28,2024-01-27
LOG0003295,EMP00416,2024-01-19 10:52:04,2024-01-19 20:27:04,HR,55.29,2024-01-19
LOG0000013,EMP00919,2024-05-08 14:28:24,2024-05-09 00:06:18,Procurement,47.44,2024-05-08
LOG0000785,EMP00616,2024-07-14 14:41:50,2024-07-15 00:18:58,Legal,24.83,2024-07-14
LOG0004489,EMP00978,2024-09-01 14:53:29,2024-09-01 21:14:41,Scheduling,41.29,2024-09-01
LOG0001675,EMP00719,2024-04-04 10:00:05,2024-04-04 15:45:35,Safety,21.02,2024-04-04
LOG0001698,EMP00217,2024-07-08 10:30:04,2024-07-08 14:40:41,Customer Service,63.93,2024-07-08
LOG0001056,EMP00811,2024-02-24 07:14:58,2024-02-24 14:53:09,Rail,70.3,2024-02-24
LOG0005110,EMP00505,2024-05-24 07:47:12,2024-05-24 15:54:49,Scheduling,58.73,2024-05-24
LOG0000391,EMP00078,2024-02-03 08:42:00,2024-02-03 20:14:43,Bus,62.85,2024-02-03
LOG0004842,EMP00651,2024-01-20 06:16:22,,Maintenance,19.61,2024-01-20
LOG0004014,EMP00013,2024-05-07 10:27:51,2024-05-07 23:30:26,Finance,48.65,2024-05-07
LOG0001526,EMP00553,2024-05-19 06:24:53,2024-05-19 19:19:33,Engineering,78.7,2024-05-19
LOG0001678,EMP00946,2024-05-31 10:26:32,2024-05-31 20:50:53,Finance,50.88,2024-05-31
LOG0003365,EMP00041,2024-10-21 06:16:44,2024-10-21 04:02:42,Bus,22.98,2024-10-21
LOG0003468,EMP00686,2024-09-08 08:29:32,2024-09-08 18:38:02,Operations,47.43,2024-09-08
LOG0003898,EMP00117,2024-08-19 07:54:10,2024-08-19 16:59:42,Bus,73.89,2024-08-19
LOG0004102,EMP00106,2024-06-06 08:00:28,2024-06-06 16:25:02,Maintenance,70.26,2024-06-06
LOG0004610,EMP00384,2024-06-01 22:28:53,2024-06-02 06:01:40,Engineering,33.41,2024-06-01
LOG0001523,EMP00535,2024-01-06 14:07:33,2024-01-06 21:14:14,Finance,21.6,2024-01-06
LOG0005169,EMP00704,2024-06-17 14:18:44,2024-06-18 01:05:46,Bus,78.9,2024-06-17
LOG0001537,EMP00964,2024-08-03 22:25:45,2024-08-04 09:52:20,Bus,52.84,2024-08-03
LOG0002156,EMP00860,2024-05-04 06:54:32,2024-05-04 12:40:51,IT,72.84,2024-05-04
LOG0000718,EMP00079,2024-07-31 10:06:52,2024-07-31 17:23:09,Customer Service,68.34,2024-07-31
LOG0005198,EMP00549,2024-01-08 22:45:48,2024-01-09 05:42:18,Maintenance,27.31,2024-01-08
LOG0000407,EMP00549,2024-04-12 10:54:25,2024-04-12 16:08:04,Maintenance,27.31,2024-04-12
LOG0002618,EMP00176,2024-01-08 09:07:09,2024-01-08 17:05:00,Finance,47.7,2024-01-08
LOG0004484,EMP00385,2024-12-06 14:33:19,2024-12-07 01:11:28,Procurement,51.35,2024-12-06
LOG0002594,EMP00146,2024-07-07 14:35:28,2024-07-07 19:30:53,Operations,51.37,2024-07-07
LOG0001834,EMP00625,2024-04-14 10:39:01,2024-04-15 00:11:42,Finance,39.97,2024-04-14
LOG0001929,EMP00945,2024-10-07 08:34:48,2024-10-07 17:08:39,HR,76.88,2024-10-07
LOG0000830,EMP00407,2024-02-09 08:07:34,2024-02-09 13:13:33,Rail,24.94,2024-02-09
LOG0003065,EMP00519,2024-06-06 07:33:01,2024-06-06 19:18:48,Rail,66.4,2024-06-06
LOG0003350,EMP00521,2024-12-21 09:37:03,2024-12-21 16:48:38,Procurement,18.92,2024-12-21
LOG0002788,EMP00898,2024-03-24 08:20:14,2024-03-24 18:21:38,Infrastructure,65.68,2024-03-24
LOG0000178,EMP00169,2024-06-02 08:23:57,2024-06-02 06:32:40,Scheduling,23.9,2024-06-02
LOG0002848,EMP00942,2024-02-03 08:14:13,2024-02-03 20:22:23,Customer Service,56.2,2024-02-03
LOG0004323,EMP00153,2024-09-07 08:19:23,2024-09-07 06:46:19,Infrastructure,55.1,2024-09-07
LOG0004683,EMP00878,2024-07-04 06:46:11,,Infrastructure,72.71,2024-07-04
LOG0005170,EMP00425,2024-11-13 07:30:11,2024-11-13 16:38:37,Safety,72.75,2024-11-13
LOG0004706,EMP00921,2024-07-29 06:32:42,2024-07-29 12:38:29,Operations,30.34,2024-07-29
LOG0000679,EMP00822,2024-03-17 22:25:14,2024-03-18 04:41:23,HR,84.74,2024-03-17
LOG0002669,EMP00969,2024-05-04 22:45:54,2024-05-05 05:20:59,Maintenance,50.52,2024-05-04
LOG0002045,EMP00138,2024-03-18 07:52:48,2024-03-18 14:46:11,Engineering,46.99,2024-03-18
LOG0000416,EMP00202,2024-07-15 09:20:54,2024-07-15 17:06:42,Bus,56.52,2024-07-15
LOG0001125,EMP00765,2024-11-06 14:11:36,2024-11-07 01:16:42,Customer Service,53.25,2024-11-06
LOG0003021,EMP00485,2024-08-31 22:07:15,2024-09-01 03:11:24,Engineering,26.97,2024-08-31
LOG0000818,EMP00919,2024-04-15 14:10:05,2024-04-15 23:47:34,Procurement,47.44,2024-04-15
LOG0003735,EMP00358,2024-07-10 06:52:41,2024-07-10 20:34:09,Rail,72.46,2024-07-10
LOG0002049,EMP00250,2024-07-26 09:36:07,2024-07-26 15:57:35,Procurement,40.68,2024-07-26
LOG0003630,EMP00877,2024-05-17 09:38:51,2024-05-17 14:48:20,Engineering,70.44,2024-05-17
LOG0003534,EMP00128,2024-07-09 08:11:45,,Operations,84.99,2024-07-09
LOG0004179,EMP00724,2024-10-14 10:49:53,2024-10-14 15:03:18,Scheduling,44.81,2024-10-14
LOG0000720,EMP00384,2024-04-19 06:22:20,2024-04-19 12:06:30,Engineering,33.41,2024-04-19
LOG0001237,EMP00391,2024-11-22 08:30:33,2024-11-22 19:04:42,Procurement,82.76,2024-11-22
LOG0002391,EMP00559,2024-12-22 10:46:24,2024-12-22 23:26:14,IT,71.97,2024-12-22
LOG0000504,EMP00701,2024-06-07 14:38:08,2024-06-07 22:13:33,Legal,73.65,2024-06-07
LOG0000347,EMP00900,2024-03-08 22:19:10,2024-03-09 10:12:43,Rail,83.9,2024-03-08
LOG0001455,EMP00514,2024-07-03 22:28:47,2024-07-04 11:19:32,Infrastructure,28.2,2024-07-03
LOG0002075,EMP00840,2024-08-26 14:56:50,,Finance,36.06,2024-08-26
LOG0002059,EMP00121,2024-03-13 14:25:39,2024-03-14 01:12:23,Finance,47.48,2024-03-13
LOG0001581,EMP00844,2024-01-07 06:20:24,2024-01-07 13:24:09,Infrastructure,24.68,2024-01-07
LOG0002910,EMP00222,2024-06-27 08:50:10,2024-06-27 22:32:05,IT,75.25,2024-06-27
LOG0003559,EMP00439,2024-07-20 09:46:20,2024-07-20 20:26:29,Bus,64.4,2024-07-20
LOG0002092,EMP00595,2024-11-18 06:49:50,2024-11-18 14:12:19,Rail,39.33,2024-11-18
LOG0000880,EMP00545,2024-06-04 06:06:42,2024-06-04 10:14:53,Maintenance,69.85,2024-06-04
LOG0003368,EMP00017,2024-12-10 09:21:52,2024-12-10 16:34:30,Scheduling,40.06,2024-12-10
LOG0003012,EMP00940,2024-08-02 10:01:25,2024-08-02 18:04:30,Customer Service,23.14,2024-08-02
LOG0000299,EMP00931,2024-01-21 07:06:50,2024-01-21 19:35:15,Engineering,76.67,2024-01-21
LOG0003825,EMP00881,2024-07-08 14:34:01,2024-07-08 21:44:16,Finance,48.61,2024-07-08
LOG0001357,EMP00600,2024-05-09 09:21:43,2024-05-09 16:19:24,Operations,76.06,2024-05-09
LOG0001837,EMP00454,2024-02-24 06:15:42,2024-02-24 13:20:47,Infrastructure,82.48,2024-02-24
LOG0003394,EMP00027,2024-01-03 14:04:11,2024-01-04 00:55:13,Finance,69.61,2024-01-03
LOG0001760,EMP00413,2024-03-11 08:59:22,2024-03-11 19:26:38,Safety,37.5,2024-03-11
